ID;LINEA;ACERO;TIPO_ACERO;SALIDA DEL PROVEEDOR;LLEGADA A FÁBRICA;ORIGEN;TRANSPORTE;PESO NETO;INICIO DESCARGA;FIN DESCARGA;ESPESOR;TEMPERATURA;FALLAS;TURNO;SUPERVISOR
1592;Línea A;Acero;ACERO SAE 1018;01-04-2024 17:30;02-04-2024 13:27;Lobería, Buenos Aires;BUSTAMANTE E HIJOS S.A;26480;04-04-2024 0:48;04-04-2024 1:07;14.9;17;;M;Julieta Pérez
1593;Línea B;Acero;ACERO SAE 1018;01-04-2024 15:30;02-04-2024 23:37;Estancia San Pedro, Buenos Aires;TRANSPORTE CABRERA;23080;04-04-2024 10:58;04-04-2024 11:07;11.6;26.3;;N;Hugo Conte
1594;Línea B;Acero;ACERO SAE 1018;01-04-2024 15:00;02-04-2024 20:16;Estancia San Pedro, Buenos Aires;TRANSPORTE CABRERA;24520;04-04-2024 7:37;04-04-2024 7:59;15.1;15.5;;T;Melina Juárez
1595;Línea A;Acero;ACERO SAE 1018;01-04-2024 19:00;02-04-2024 16:09;Lobería, Buenos Aires;BUSTAMANTE E HIJOS S.A;25420;04-04-2024 3:30;04-04-2024 3:57;15.6;10.7;;M;Julieta Pérez
1596;Línea B;Acero;ACERO SAE 1040;01-04-2024 12:00;02-04-2024 1:48;Zentena, Buenos Aires;TRANSPORTE CABRERA;30220;03-04-2024 13:09;03-04-2024 13:26;19.1;22.2;;N;Hugo Conte
1597;Línea B;Acero;ACERO SAE 1040;01-04-2024 12:30;02-04-2024 2:25;Zentena, Buenos Aires;TRANSPORTE CABRERA;29780;03-04-2024 13:46;03-04-2024 14:03;19.9;21.9;;N;Hugo Conte
1598;Línea B;Acero;ACERO SAE 1040;01-04-2024 18:30;02-04-2024 7:53;Zentena, Buenos Aires;TRANSPORTE GIORDANO;31800;03-04-2024 19:14;03-04-2024 19:27;17;15.5;;M;Julieta Pérez
1599;Línea B;Acero;ACERO SAE 1040;01-04-2024 13:20;02-04-2024 3:27;Zentena, Buenos Aires;TRANSPORTES RITONDO SRL;30500;03-04-2024 14:48;03-04-2024 15:17;19.1;22.6;;N;Hugo Conte
1600;Línea A;Acero;ACERO SAE 1055;03-04-2024 8:25;03-04-2024 19:12;Huanguelén, Buenos Aires;BUSTAMANTE E HIJOS S.A;22200;05-04-2024 6:33;05-04-2024 7:00;14.5;19.9;;M;Julieta Pérez
1601;Línea B;Acero;ACERO SAE 1040;01-04-2024 14:30;02-04-2024 4:11;Zentena, Buenos Aires;BUSTAMANTE E HIJOS S.A;30140;03-04-2024 15:32;03-04-2024 15:35;18.9;19.7;;N;Hugo Conte
1602;Línea A;Acero;ACERO SAE 1040;01-04-2024 18:30;03-04-2024 0:47;Zentena, Buenos Aires;TRANSPORTE CABRERA;29120;04-04-2024 12:08;04-04-2024 12:19;19;19.4;;N;Hugo Conte
1603;Línea B;Acero;ACERO SAE 1040;01-04-2024 15:30;02-04-2024 5:25;Zentena, Buenos Aires;TRANSPORTE CABRERA;33660;03-04-2024 16:46;03-04-2024 17:05;18.6;21.7;;N;Hugo Conte
1604;Línea B;Acero;ACERO SAE 1040;01-04-2024 17:30;02-04-2024 7:04;Zentena, Buenos Aires;BUSTAMANTE E HIJOS S.A;33580;03-04-2024 18:25;03-04-2024 18:29;19;21.8;;N;Hugo Conte
1605;Línea A;Acero;ACERO SAE 1040;01-04-2024 17:30;03-04-2024 0:04;Zentena, Buenos Aires;TRANSPORTE PUTESCO;26680;04-04-2024 11:25;04-04-2024 11:43;17.7;20.9;;N;Hugo Conte
1606;Línea A;Acero;ACERO SAE 1055;01-04-2024 16:30;02-04-2024 21:14;Huanguelén, Buenos Aires;TRANSPORTE CABRERA;21080;04-04-2024 8:35;04-04-2024 8:47;15;22.7;;T;Melina Juárez
1607;Línea B;Acero;ACERO SAE 1040;01-04-2024 12:10;01-04-2024 21:15;Pasman, Buenos Aires;TRANSPORTE PUTESCO;20620;03-04-2024 8:36;03-04-2024 9:01;16.1;25.2;;T;Melina Juárez
1608;Línea A;Acero;ACERO SAE 1055;01-04-2024 16:00;02-04-2024 18:52;Huanguelén, Buenos Aires;BUSTAMANTE E HIJOS S.A;19540;04-04-2024 6:13;04-04-2024 6:18;14.8;22.2;;T;Melina Juárez
1609;Línea A;Acero;ACERO SAE 1055;01-04-2024 13:15;03-04-2024 7:13;Huanguelén, Buenos Aires;TRANSPORTE CABRERA;19640;04-04-2024 18:34;04-04-2024 18:43;14.9;23.1;;N;Hugo Conte
1610;Línea A;Acero;ACERO SAE 1055;01-04-2024 14:00;01-04-2024 19:55;Coronel Suarez, Buenos Aires;TRANSPORTE CABRERA;21460;02-04-2024 0:08;02-04-2024 1:04;17.9;19.2;;N;Hugo Conte
1611;Línea A;Acero;ACERO SAE 1055;01-04-2024 15:30;01-04-2024 23:30;Huanguelén, Buenos Aires;TRANSPORTE CABRERA;20500;02-04-2024 19:40;02-04-2024 20:20;14;23.1;;T;Melina Juárez
1612;Línea A;Acero;ACERO SAE 1055;01-04-2024 15:00;02-04-2024 19:48;Huanguelén, Buenos Aires;BUSTAMANTE E HIJOS S.A;20460;04-04-2024 7:09;04-04-2024 7:29;14.1;21.2;;T;Melina Juárez
1613;Línea A;Acero;ACERO SAE 1055;01-04-2024 17:00;03-04-2024 6:05;Huanguelén, Buenos Aires;BUSTAMANTE E HIJOS S.A;20560;04-04-2024 17:26;04-04-2024 17:38;14.9;19.9;;N;Hugo Conte
1614;Línea A;Acero;ACERO SAE 1055;01-04-2024 12:45;02-04-2024 17:23;Huanguelén, Buenos Aires;MURIETTO SRL;18960;04-04-2024 4:44;04-04-2024 4:56;15.8;22.1;;T;Melina Juárez
1615;Línea B;Acero;ACERO SAE 1040;01-04-2024 10:20;01-04-2024 17:00;Pasman, Buenos Aires;TRANSPORTE PUTESCO;24000;01-04-2024 19:00;01-04-2024 19:55;15.9;22.6;;T;Melina Juárez
1616;Línea B;Acero;ACERO SAE 1040;01-04-2024 8:45;01-04-2024 18:59;Pasman, Buenos Aires;TRANSPORTES RITONDO SRL;28220;03-04-2024 6:20;03-04-2024 6:44;15.9;20.8;;T;Melina Juárez
1617;Línea B;Acero;ACERO SAE 1018;01-04-2024 8:00;02-04-2024 11:55;Balcarce, Buenos Aires;MURIETTO SRL;31000;03-04-2024 23:16;03-04-2024 23:25;16.5;27.6;;M;Julieta Pérez
1618;Línea A;Acero;ACERO SAE 1055;01-04-2024 11:55;02-04-2024 22:05;Huanguelén, Buenos Aires;BUSTAMANTE E HIJOS S.A;22180;04-04-2024 9:26;04-04-2024 9:31;15.1;22.1;;T;Melina Juárez
1619;Línea B;Acero;ACERO SAE 1018;01-04-2024 8:00;02-04-2024 9:18;Balcarce, Buenos Aires;LOGISTICA CASEDEI SRL;24460;03-04-2024 20:39;03-04-2024 20:51;17.1;18.7;;M;Julieta Pérez
1620;Línea B;Acero;ACERO SAE 1018;01-04-2024 10:00;02-04-2024 15:31;Balcarce, Buenos Aires;MURIETTO SRL;27120;04-04-2024 2:52;04-04-2024 3:20;16.5;17.5;;M;Julieta Pérez
1621;Línea A;Acero;ACERO SAE 1018;01-04-2024 13:30;02-04-2024 9:50;Lobería, Buenos Aires;LOGISTICA CASEDEI SRL;23920;03-04-2024 21:11;03-04-2024 21:19;14.4;23.2;;M;Julieta Pérez
1622;Línea B;Acero;ACERO SAE 1018;01-04-2024 12:30;02-04-2024 19:24;Balcarce, Buenos Aires;HERNANDEZ COMPANY;24700;04-04-2024 6:45;04-04-2024 6:55;15;26.7;;T;Melina Juárez
1623;Línea B;Acero;ACERO SAE 1018;01-04-2024 11:40;02-04-2024 17:36;Balcarce, Buenos Aires;DANIEL MARCELO SRL;28440;04-04-2024 4:57;04-04-2024 4:59;16.4;15.3;;T;Melina Juárez
1624;Línea B;Acero;ACERO SAE 1018;01-04-2024 9:30;01-04-2024 23:43;Balcarce, Buenos Aires;MURIETTO SRL;24000;02-04-2024 11:48;02-04-2024 13:00;16.6;26.1;;M;Julieta Pérez
1625;Línea A;Acero;ACERO SAE 1018;01-04-2024 10:35;02-04-2024 3:41;Lobería, Buenos Aires;TRANSPORTE GIORDANO;22560;03-04-2024 15:02;03-04-2024 15:20;15.8;19.2;;N;Hugo Conte
1626;Línea B;Acero;ACERO SAE 1018;01-04-2024 10:30;02-04-2024 16:41;Balcarce, Buenos Aires;DANIEL MARCELO SRL;29680;04-04-2024 4:02;04-04-2024 4:07;16.8;26.4;;T;Melina Juárez
1627;Línea A;Acero;ACERO SAE 1018;01-04-2024 12:30;02-04-2024 8:15;Lobería, Buenos Aires;TRANSPORTE GIORDANO;25580;03-04-2024 19:36;03-04-2024 20:02;14.9;22.2;;M;Julieta Pérez
1628;Línea A;Acero;ACERO SAE 1018;01-04-2024 15:00;02-04-2024 11:06;Lobería, Buenos Aires;LOGISTICA CASEDEI SRL;22440;03-04-2024 22:27;03-04-2024 22:28;14;11;;M;Julieta Pérez
1629;Línea A;Acero;ACERO SAE 1018;01-04-2024 11:30;02-04-2024 6:48;Lobería, Buenos Aires;LOGISTICA CASEDEI SRL;25380;03-04-2024 18:09;03-04-2024 18:33;16.1;21.8;;N;Hugo Conte
1630;Línea B;Acero;ACERO SAE 1040;01-04-2024 9:00;01-04-2024 23:20;Zentena, Buenos Aires;TRANSPORTE GIORDANO;34920;03-04-2024 10:41;03-04-2024 10:44;19.5;19.8;;T;Melina Juárez
1631;;Acero;ACERO SAE 1016;01-04-2024 16:15;02-04-2024 1:58;Tilisarao, San Luis;MURIETTO SRL;20220;03-04-2024 13:19;03-04-2024 13:32;;;;;Gonzalo Castillejos
1632;;Acero;ACERO SAE 1016;01-04-2024 15:30;02-04-2024 0:37;Tilisarao, San Luis;TRANSPORTE PUTESCO;24460;03-04-2024 11:58;03-04-2024 12:01;;;;;Gonzalo Castillejos
1633;Línea B;Acero;ACERO SAE 1040;01-04-2024 11:30;01-04-2024 20:03;Pasman, Buenos Aires;LOGISTICA CASEDEI SRL;32980;03-04-2024 7:24;03-04-2024 7:41;16.1;22.5;;T;Melina Juárez
1634;;Acero;ACERO SAE 1055;14-02-2024 8:44;14-02-2024 9:44;Murphy, Santa Fe;HERNANDEZ COMPANY;20000;15-02-2024 21:05;15-02-2024 21:28;;;;;Gonzalo Castillejos
1635;Línea B;Acero;ACERO SAE 1040;01-04-2024 10:00;01-04-2024 23:58;Zentena, Buenos Aires;TRANSPORTES RITONDO SRL;31880;03-04-2024 11:19;03-04-2024 11:22;19.7;20.7;;N;Hugo Conte
1636;Línea B;Acero;ACERO SAE 1040;01-04-2024 10:30;02-04-2024 0:49;Zentena, Buenos Aires;HERNANDEZ COMPANY;31960;03-04-2024 12:10;03-04-2024 12:34;19.7;20.6;;N;Hugo Conte
1637;Línea A;Acero;ACERO SAE 1055;02-04-2024 18:20;04-04-2024 3:17;Provincia de Buenos Aires;LOGISTICA INTEGRAL SUAREZ;28240;05-04-2024 14:38;05-04-2024 14:55;18.8;17.2;;N;Hugo Conte
1638;Línea A;Acero;ACERO SAE 1018;02-04-2024 19:30;03-04-2024 15:49;Lobería, Buenos Aires;LOGISTICA CASEDEI SRL;31140;05-04-2024 3:10;05-04-2024 3:23;18.7;22.7;;T;Melina Juárez
1639;Línea A;Acero;ACERO SAE 1055;02-04-2024 17:10;04-04-2024 2:26;Provincia de Buenos Aires;TRANSPORTE GIORDANO;26100;05-04-2024 13:47;05-04-2024 14:10;11.9;16.4;;N;Hugo Conte
1640;Línea A;Acero;ACERO SAE 1055;02-04-2024 16:40;04-04-2024 0:18;Provincia de Buenos Aires;TRANSPORTES RITONDO SRL;24260;05-04-2024 11:39;05-04-2024 11:55;19.4;16.5;;N;Hugo Conte
1641;Línea A;Acero;ACERO SAE 1018;02-04-2024 14:40;03-04-2024 9:28;Balcarce, Buenos Aires;HERNANDEZ COMPANY;24280;04-04-2024 20:49;04-04-2024 20:50;19.1;17.1;;M;Julieta Pérez
1642;Línea A;Acero;ACERO SAE 1018;02-04-2024 18:30;03-04-2024 14:07;Colonia Barragan, Buenos Aires;TRANSPORTE PUTESCO;25740;05-04-2024 1:28;05-04-2024 1:46;19.5;16.9;;M;Julieta Pérez
1643;Línea B;Acero;ACERO SAE 1018;02-04-2024 11:00;03-04-2024 5:05;Estancia San Pedro, Buenos Aires;TRANSPORTE PUTESCO;21640;04-04-2024 16:26;04-04-2024 16:29;19.5;20.9;;N;Hugo Conte
1644;Línea A;Acero;ACERO SAE 1018;02-04-2024 16:00;03-04-2024 10:12;Colonia Barragan, Buenos Aires;TRANSPORTE PUTESCO;25080;04-04-2024 21:33;04-04-2024 21:55;19.6;16.5;;M;Julieta Pérez
1645;Línea B;Acero;ACERO SAE 1018;03-04-2024 10:00;04-04-2024 15:47;Estancia San Pedro, Buenos Aires;BUSTAMANTE E HIJOS S.A;22960;06-04-2024 3:08;06-04-2024 3:31;19.9;18.2;;T;Melina Juárez
1646;Línea A;Acero;ACERO SAE 1055;02-04-2024 11:10;03-04-2024 20:24;Huanguelén, Buenos Aires;BUSTAMANTE E HIJOS S.A;21620;05-04-2024 7:45;05-04-2024 8:08;14.8;19.3;;T;Melina Juárez
1647;Línea B;Acero;ACERO SAE 1018;02-04-2024 9:35;03-04-2024 7:16;Lobería, Buenos Aires;TRANSPORTES RITONDO SRL;21020;04-04-2024 18:37;04-04-2024 18:43;15;20;;N;Hugo Conte
1648;Línea A;Acero;ACERO SAE 1055;02-04-2024 10:35;03-04-2024 19:23;Huanguelén, Buenos Aires;MURIETTO SRL;22000;05-04-2024 6:44;05-04-2024 6:55;14;23.8;;T;Melina Juárez
1649;Línea B;Acero;ACERO SAE 1018;03-04-2024 10:30;04-04-2024 5:38;Colonia Barragan, Buenos Aires;DANIEL MARCELO SRL;31120;05-04-2024 16:59;05-04-2024 17:21;18;18.5;;N;Hugo Conte
1650;Línea A;Acero;ACERO SAE 1018;03-04-2024 11:45;04-04-2024 20:49;Estancia San Pedro, Buenos Aires;TRANSPORTES LOPEZ SRL;25100;06-04-2024 8:10;06-04-2024 8:26;15.7;16.2;;T;Melina Juárez
1651;Línea A;Acero;ACERO SAE 1040;02-04-2024 9:45;03-04-2024 4:13;Zentena, Buenos Aires;TRANSPORTE CABRERA;30240;04-04-2024 15:34;04-04-2024 15:47;17.8;21.9;;N;Hugo Conte
1652;Línea A;Acero;ACERO SAE 1018;02-04-2024 17:50;03-04-2024 12:02;Colonia Barragan, Buenos Aires;TRANSPORTE PUTESCO;25380;04-04-2024 23:23;04-04-2024 23:51;19.1;17.1;;M;Julieta Pérez
1653;Línea A;Acero;ACERO SAE 1040;02-04-2024 10:15;03-04-2024 3:24;Zentena, Buenos Aires;TRANSPORTE CABRERA;30000;04-04-2024 14:45;04-04-2024 14:57;18.1;21.5;;N;Hugo Conte
1654;Línea A;Acero;ACERO SAE 1040;02-04-2024 9:15;03-04-2024 1:33;Zentena, Buenos Aires;LOGISTICA CASEDEI SRL;31800;04-04-2024 12:54;04-04-2024 13:03;18.5;23;;N;Hugo Conte
1655;Línea A;Acero;ACERO SAE 1055;02-04-2024 9:35;03-04-2024 17:19;Coronel Suarez, Buenos Aires;TRANSPORTE GIORDANO;20820;05-04-2024 4:40;05-04-2024 4:43;14;23.9;;T;Melina Juárez
1656;Línea B;Acero;ACERO SAE 1018;02-04-2024 10:15;03-04-2024 9:14;Lobería, Buenos Aires;LOGISTICA CASEDEI SRL;24560;04-04-2024 20:35;04-04-2024 20:45;14.1;21.1;;M;Julieta Pérez
1657;Línea B;Acero;ACERO SAE 1040;02-04-2024 11:00;03-04-2024 14:05;Zentena, Buenos Aires;TRANSPORTE PUTESCO;32300;05-04-2024 1:26;05-04-2024 1:50;16.1;20.1;;M;Julieta Pérez
1658;Línea B;Acero;ACERO SAE 1018;03-04-2024 11:10;04-04-2024 16:37;Estancia San Pedro, Buenos Aires;BUSTAMANTE E HIJOS S.A;29280;06-04-2024 3:58;06-04-2024 4:16;19.1;14.8;;T;Melina Juárez
1659;Línea B;Acero;ACERO SAE 1018;02-04-2024 10:30;03-04-2024 3:54;Estancia San Pedro, Buenos Aires;LOGISTICA CASEDEI SRL;23880;04-04-2024 15:15;04-04-2024 15:30;14.9;22.1;;N;Hugo Conte
1660;Línea A;Acero;ACERO SAE 1018;02-04-2024 17:00;03-04-2024 13:11;Colonia Barragan, Buenos Aires;LOGISTICA CASEDEI SRL;29980;05-04-2024 0:32;05-04-2024 0:49;19.6;17.1;;M;Julieta Pérez
1661;Línea B;Acero;ACERO SAE 1018;03-04-2024 9:45;04-04-2024 15:01;Lobería, Buenos Aires;TRANSPORTE CABRERA;23320;06-04-2024 2:22;06-04-2024 2:44;19.4;15.3;;M;Julieta Pérez
1662;Línea A;Acero;ACERO SAE 1055;02-04-2024 18:45;04-04-2024 3:59;Provincia de Buenos Aires;TRANSPORTES RITONDO SRL;26340;05-04-2024 15:20;05-04-2024 15:39;18.1;16.3;;N;Hugo Conte
1663;Línea A;Acero;ACERO SAE 1055;02-04-2024 11:30;03-04-2024 20:59;Huanguelén, Buenos Aires;BUSTAMANTE E HIJOS S.A;19360;05-04-2024 8:20;05-04-2024 8:23;14.4;18.9;;T;Melina Juárez
1664;Línea B;Acero;ACERO SAE 1018;02-04-2024 9:35;03-04-2024 2:47;Estancia San Pedro, Buenos Aires;LOGISTICA CASEDEI SRL;25460;04-04-2024 14:08;04-04-2024 14:30;14;21.9;;N;Hugo Conte
1665;Línea B;Acero;ACERO SAE 1018;02-04-2024 11:40;03-04-2024 10:39;Lobería, Buenos Aires;TRANSPORTE PUTESCO;23300;04-04-2024 22:00;04-04-2024 22:07;14.7;18.8;;M;Julieta Pérez
1666;Línea B;Acero;ACERO SAE 1018;02-04-2024 13:30;03-04-2024 12:20;Lobería, Buenos Aires;TRANSPORTE PUTESCO;24640;04-04-2024 23:41;05-04-2024 0:09;14.1;21.9;;M;Julieta Pérez
1667;Línea A;Acero;ACERO SAE 1055;02-04-2024 16:30;03-04-2024 23:35;Huanguelén, Buenos Aires;TRANSPORTE GIORDANO;29240;05-04-2024 10:56;05-04-2024 11:19;19.7;17.8;;N;Hugo Conte
1668;Línea B;Acero;ACERO SAE 1040;02-04-2024 17:00;03-04-2024 23:16;Pasman, Buenos Aires;TRANSPORTE PUTESCO;38440;05-04-2024 10:37;05-04-2024 11:00;16.1;24.3;;T;Melina Juárez
1669;Línea B;Acero;ACERO SAE 1040;02-04-2024 11:30;03-04-2024 15:34;Provincia de Buenos Aires;TRANSPORTE CABRERA;32100;05-04-2024 2:55;05-04-2024 3:03;16.5;18.9;;T;Melina Juárez
1670;Línea B;Acero;ACERO SAE 1040;02-04-2024 15:10;03-04-2024 18:47;Zentena, Buenos Aires;TRANSPORTE CABRERA;21760;05-04-2024 6:08;05-04-2024 6:30;16.7;17.9;;T;Melina Juárez
1671;Línea B;Acero;ACERO SAE 1040;02-04-2024 12:25;03-04-2024 16:36;Provincia de Buenos Aires;TRANSPORTE CABRERA;34680;05-04-2024 3:57;05-04-2024 4:11;16.9;21.3;;T;Melina Juárez
1672;Línea B;Acero;ACERO SAE 1040;02-04-2024 16:00;03-04-2024 20:09;Pasman, Buenos Aires;LOGISTICA CASEDEI SRL;28080;05-04-2024 7:30;05-04-2024 7:38;16.4;18.2;;T;Melina Juárez
1673;Línea A;Acero;ACERO SAE 1055;04-04-2024 11:00;06-04-2024 11:43;Murphy, Santa Fe;LOGISTICA CASEDEI SRL;24000;07-04-2024 23:04;07-04-2024 23:05;14.5;25;;M;Julieta Pérez
1674;Línea B;Acero;ACERO SAE 1055;03-04-2024 10:00;04-04-2024 12:56;Murphy, Santa Fe;MURIETTO SRL;16500;06-04-2024 0:17;06-04-2024 0:38;16;18.8;;M;Julieta Pérez
1675;Línea B;Acero;ACERO SAE 1055;03-04-2024 9:55;04-04-2024 10:34;Murphy, Santa Fe;MURIETTO SRL;28420;04-04-2024 11:06;04-04-2024 11:45;16.4;17.3;;M;Julieta Pérez
1676;Línea A;Acero;ACERO SAE 1018;05-04-2024 3:40;05-04-2024 8:50;Lobería, Buenos Aires;TRANSPORTE GIORDANO;26760;06-04-2024 20:11;06-04-2024 20:27;14.9;15.7;;N;Hugo Conte
1677;Línea A;Acero;ACERO SAE 1055;03-04-2024 11:50;04-04-2024 10:05;Huanguelén, Buenos Aires;MURIETTO SRL;24160;05-04-2024 21:26;05-04-2024 21:49;19.1;18.4;;M;Julieta Pérez
1678;Línea A;Acero;ACERO SAE 1055;03-04-2024 12:30;04-04-2024 13:09;Huanguelén, Buenos Aires;MURIETTO SRL;21220;06-04-2024 0:30;06-04-2024 0:37;19.5;17.7;;M;Julieta Pérez
1679;Línea A;Acero;ACERO SAE 1018;03-04-2024 14:50;05-04-2024 0:21;Lobería, Buenos Aires;TRANSPORTE PUTESCO;26000;06-04-2024 11:42;06-04-2024 11:49;15.5;14.6;;N;Hugo Conte
1680;Línea A;Acero;ACERO SAE 1055;03-04-2024 10:20;04-04-2024 8:07;Huanguelén, Buenos Aires;MURIETTO SRL;22500;05-04-2024 19:28;05-04-2024 19:57;19.8;21.6;;M;Julieta Pérez
1681;Línea A;Acero;ACERO SAE 1055;03-04-2024 11:40;04-04-2024 9:23;Huanguelén, Buenos Aires;HERNANDEZ COMPANY;22300;05-04-2024 20:44;05-04-2024 21:11;18.1;16.3;;M;Julieta Pérez
1682;Línea A;Acero;ACERO SAE 1018;03-04-2024 17:40;05-04-2024 7:13;Colonia Barragan, Buenos Aires;LOGISTICA CASEDEI SRL;27680;06-04-2024 18:34;06-04-2024 18:58;15.8;36.7;;N;Hugo Conte
1683;Línea A;Acero;ACERO SAE 1055;03-04-2024 10:00;04-04-2024 17:40;Lobería, Buenos Aires;TRANSPORTE PUTESCO;25100;06-04-2024 5:01;06-04-2024 5:09;19;18.5;;N;Hugo Conte
1684;Línea A;Acero;ACERO SAE 1018;03-04-2024 12:30;04-04-2024 22:48;Lobería, Buenos Aires;TRANSPORTE GIORDANO;29340;06-04-2024 10:09;06-04-2024 10:25;15.1;17.8;;T;Melina Juárez
1685;Línea B;Acero;ACERO SAE 1018;04-04-2024 21:46;04-04-2024 23:50;Colonia Barragan, Buenos Aires;BUSTAMANTE E HIJOS S.A;24020;06-04-2024 11:11;06-04-2024 11:14;18.7;14.5;;T;Melina Juárez
1686;;Acero;ACERO SAE 1040;03-04-2024 16:45;04-04-2024 8:17;Huanguelén, Buenos Aires;TRANSPORTE PUTESCO;27080;05-04-2024 19:38;05-04-2024 20:04;;;;;Gonzalo Castillejos
1687;Línea B;Acero;ACERO SAE 1018;03-04-2024 12:30;04-04-2024 19:00;Pieres, Buenos Aires;HERNANDEZ COMPANY;25640;06-04-2024 6:21;06-04-2024 6:47;18.5;30;;T;Melina Juárez
1688;Línea A;Acero;ACERO SAE 1018;04-04-2024 10:30;05-04-2024 9:59;Lobería, Buenos Aires;TRANSPORTE PUTESCO;27400;06-04-2024 21:20;06-04-2024 21:38;15.9;15.8;;M;Julieta Pérez
1689;Línea A;Acero;ACERO SAE 1055;03-04-2024 16:10;04-04-2024 17:15;Huanguelén, Buenos Aires;TRANSPORTE CABRERA;27360;06-04-2024 4:36;06-04-2024 4:53;19.1;14.9;;T;Melina Juárez
1690;Línea A;Acero;ACERO SAE 1055;03-04-2024 16:00;04-04-2024 16:28;Coronel Suarez, Buenos Aires;TRANSPORTE CABRERA;26800;06-04-2024 3:49;06-04-2024 4:06;19;15.3;;T;Melina Juárez
1691;Línea A;Acero;ACERO SAE 1055;03-04-2024 13:15;04-04-2024 14:34;Coronel Suarez, Buenos Aires;TRANSPORTE CABRERA;22900;06-04-2024 1:55;06-04-2024 2:01;19.1;17.6;;M;Julieta Pérez
1692;Línea B;Acero;ACERO SAE 1018;03-04-2024 8:30;04-04-2024 1:09;Balcarce, Buenos Aires;TRANSPORTE CABRERA;25020;05-04-2024 12:30;05-04-2024 12:53;17.1;15.9;;N;Hugo Conte
1693;Línea A;Acero;ACERO SAE 1055;03-04-2024 9:50;04-04-2024 5:27;Provincia de Buenos Aires;LOGISTICA INTEGRAL SUAREZ;24800;05-04-2024 16:48;05-04-2024 17:07;19.1;16;;N;Hugo Conte
1694;Línea B;Acero;ACERO SAE 1018;03-04-2024 9:30;04-04-2024 3:05;Balcarce, Buenos Aires;TRANSPORTE CABRERA;27340;05-04-2024 14:26;05-04-2024 14:33;17;16.7;;N;Hugo Conte
1695;Línea A;Acero;ACERO SAE 1055;03-04-2024 12:20;04-04-2024 0:21;Huanguelén, Buenos Aires;BUSTAMANTE E HIJOS S.A;23600;04-04-2024 10:47;04-04-2024 12:22;17.8;19.1;;M;Julieta Pérez
1696;;Acero;ACERO SAE 1055;03-04-2024 14:25;04-04-2024 15:39;Huanguelén, Buenos Aires;BUSTAMANTE E HIJOS S.A;27080;06-04-2024 3:00;06-04-2024 3:21;19.7;;;;Gonzalo Castillejos
1697;Línea A;Acero;ACERO SAE 1055;03-04-2024 16:30;04-04-2024 18:20;Huanguelén, Buenos Aires;BUSTAMANTE E HIJOS S.A;28160;06-04-2024 5:41;06-04-2024 5:57;19.4;15.7;;T;Melina Juárez
1698;Línea B;Acero;ACERO SAE 1018;03-04-2024 12:00;04-04-2024 7:13;Colonia Barragan, Buenos Aires;TRANSPORTES RITONDO SRL;24380;05-04-2024 18:34;05-04-2024 18:49;18.1;14.6;;N;Hugo Conte
1699;Línea B;Acero;ACERO SAE 1018;03-04-2024 13:00;04-04-2024 19:35;Balcarce, Buenos Aires;TRANSPORTES RITONDO SRL;23700;06-04-2024 6:56;06-04-2024 7:16;18.8;14.9;;T;Melina Juárez
1700;Línea B;Acero;ACERO SAE 1040;02-04-2024 15:00;03-04-2024 18:16;Provincia de Buenos Aires;TRANSPORTE CABRERA;33560;05-04-2024 5:37;05-04-2024 6:02;16.6;18.7;;T;Melina Juárez
1701;Línea B;Acero;ACERO SAE 1018;03-04-2024 11:20;04-04-2024 4:10;Balcarce, Buenos Aires;HERNANDEZ COMPANY;24140;05-04-2024 15:31;05-04-2024 15:36;18.5;17.8;;N;Hugo Conte
1702;Línea B;Acero;ACERO SAE 1018;03-04-2024 13:00;04-04-2024 9:29;Balcarce, Buenos Aires;TRANSPORTE GIORDANO;26200;05-04-2024 20:50;05-04-2024 21:07;17.7;14.6;;M;Julieta Pérez
1703;Línea B;Acero;ACERO SAE 1018;03-04-2024 14:40;04-04-2024 20:56;Balcarce, Buenos Aires;LOGISTICA CASEDEI SRL;24500;06-04-2024 8:17;06-04-2024 8:33;18.5;28.9;;T;Melina Juárez
1704;Línea B;Acero;ACERO SAE 1018;03-04-2024 11:30;04-04-2024 17:22;Balcarce, Buenos Aires;HERNANDEZ COMPANY;24440;06-04-2024 4:43;06-04-2024 4:45;19;15.9;;T;Melina Juárez
1705;Línea B;Acero;ACERO SAE 1018;03-04-2024 14:15;04-04-2024 20:24;Las Piedritas, Buenos Aires;BUSTAMANTE E HIJOS S.A;26460;06-04-2024 7:45;06-04-2024 7:47;18.8;25.7;;T;Melina Juárez
1706;Línea B;Acero;ACERO SAE 1055;03-04-2024 20:40;05-04-2024 2:33;Provincia de Buenos Aires;BUSTAMANTE E HIJOS S.A;24880;06-04-2024 13:54;06-04-2024 14:01;18.5;29.6;;N;Hugo Conte
1707;Línea A;Acero;ACERO SAE 1018;04-04-2024 15:00;05-04-2024 10:21;Lobería, Buenos Aires;HERNANDEZ COMPANY;29680;06-04-2024 21:42;06-04-2024 21:57;15.1;15;;M;Julieta Pérez
1708;Línea A;Acero;ACERO SAE 1018;04-04-2024 16:20;05-04-2024 18:46;Lobería, Buenos Aires;LOGISTICA CASEDEI SRL;19220;07-04-2024 6:07;07-04-2024 6:32;15.5;17.2;;T;Melina Juárez
